checkpoint,0000000000000000,0000000098304000,0000000203161600,0000000301465600,0000000406323200,0000000499908608
0000000000000000,0.500000,0.146000,0.230500,0.159500,0.157500,0.200000
0000000098304000,0.854000,0.500000,0.262000,0.314000,0.301500,0.507000
0000000203161600,0.769500,0.738000,0.500000,0.460000,0.479000,0.180000
0000000301465600,0.840500,0.686000,0.540000,0.500000,0.449000,0.226000
0000000406323200,0.842500,0.698500,0.521000,0.551000,0.500000,0.204000
0000000499908608,0.800000,0.493000,0.820000,0.774000,0.796000,0.500000
