checkpoint,0000000000000000,0000000019660800,0000000040632320,0000000060293120,0000000081264640,0000000099876864
0000000000000000,0.000000,0.091500,0.074000,0.055000,0.060500,0.062500
0000000019660800,0.091500,0.000000,0.109500,0.095500,0.104500,0.107000
0000000040632320,0.074000,0.109500,0.000000,0.235000,0.244000,0.242500
0000000060293120,0.055000,0.095500,0.235000,0.000000,0.537500,0.528000
0000000081264640,0.060500,0.104500,0.244000,0.537500,0.000000,0.637500
0000000099876864,0.062500,0.107000,0.242500,0.528000,0.637500,0.000000
