checkpoint,0000000003276800,0000000022937600,0000000045875200,0000000063995904
0000000003276800,0.000000,0.618500,0.617500,0.615500
0000000022937600,0.618500,0.000000,0.720000,0.708500
0000000045875200,0.617500,0.720000,0.000000,0.720500
0000000063995904,0.615500,0.708500,0.720500,0.000000
