checkpoint,0000000000000000,0000000098304000,0000000203161600,0000000301465600,0000000406323200,0000000499908608
0000000000000000,0.000000,0.010500,0.012500,0.010500,0.009000,0.011000
0000000098304000,0.010500,0.000000,0.021500,0.021000,0.020500,0.030500
0000000203161600,0.012500,0.021500,0.000000,0.031000,0.033500,0.024000
0000000301465600,0.010500,0.021000,0.031000,0.000000,0.028000,0.024000
0000000406323200,0.009000,0.020500,0.033500,0.028000,0.000000,0.020000
0000000499908608,0.011000,0.030500,0.024000,0.024000,0.020000,0.000000
