checkpoint,0000000006553600,0000000104857600,0000000203161600,0000000308019200,0000000406323200,0000000499908608
0000000006553600,0.500000,0.107500,0.210500,0.212000,0.175000,0.170500
0000000104857600,0.892500,0.500000,0.263500,0.062000,0.460000,0.286500
0000000203161600,0.789500,0.736500,0.500000,0.914000,0.284500,0.788500
0000000308019200,0.788000,0.938000,0.086000,0.500000,0.359000,0.648500
0000000406323200,0.825000,0.540000,0.715500,0.641000,0.500000,0.250500
0000000499908608,0.829500,0.713500,0.211500,0.351500,0.749500,0.500000
