checkpoint,0000000006553600,0000000104857600,0000000203161600,0000000308019200,0000000406323200,0000000499908608
0000000006553600,0.000000,0.009000,0.013500,0.010000,0.012000,0.011500
0000000104857600,0.009000,0.000000,0.034000,0.009500,0.032000,0.028500
0000000203161600,0.013500,0.034000,0.000000,0.015000,0.023000,0.023000
0000000308019200,0.010000,0.009500,0.015000,0.000000,0.034000,0.032500
0000000406323200,0.012000,0.032000,0.023000,0.034000,0.000000,0.025500
0000000499908608,0.011500,0.028500,0.023000,0.032500,0.025500,0.000000
